npl_publn_id	npl_biblio
964165885	Williams et al. Isolation and Characterization of Brain Endothelial Cells: Morphology and Enzyme Activity Journal of Neurochemistry 35:374 381 (1980).
964165888	Williams et al. Adult Human Endothelial Cell Compatability With Prosthetic Graft Material Journal of Surgical Research 38:618 629 (1985).
964165899	Williams et al, Isolation and Culture of Phenotypically Diverse Human Perinecphric Fat Capillary Endothelium , Abstract from Microvascular Research. 20:250 (1985).
964169239	Williams Endocrinology, 8th ed., J.D. Wilson, D.W. Foster (eds). Philadelphia, Saunders, pp. 1335 ff. (1992).
964181964	Williams and Smith, Molecular Regulation of Apoptosis: Genetic Controls on Cell Death, Cell 74: 777-779, 1993.
964184308	Williams and Rappaport, Synthesis of Enantiomerically Pure Diethylenetriaminepentaacetic Acid Analogues. L-Phenylalanine as the Educt for Substitution at the Central Acetic Acid, J. Org. Chem., vol. 58, pp. 1151-1158 (1993).
964191652	Williams et al., Surgical Treatment of Atrial Fibrillation Using Radiofrequency Energy, Ann Thorac Surg, (2001); 71: 1939-1944.
964197289	Williams et al., Functiona antagonists of sonic hedgehog reveal the importance of the N terminus for activity, J. Cell Sci., 112(Pt 23):4405-4414, Dec. 1999 (abstract).*
964199778	Williams et al., Cytoplasmic Inclusion Bodies in Escherichia coli Producing Biosynthetic Human Insulin Proteins Science 215:687 689 (1982).
964200407	Williams et al., Protein Eng. (1987) 1(6):493 498.
964211494	Williams et al., Gene 43 (1986) 319 324.
964212867	Williams et al., Hybridomas Increase Antibody Production When Treated With Butyric Acid, Hybridoma, vol. 4, 1 p. 63 (1985).
964238338	Williams et al, Beyond the tobacco debate: dissecting out the therapeutic potential of nicotine, Exp. Opin. Invest Drugs 5(8): 1035-1045 (1996).
964246942	Williams et al, DNA polymorphisms amplified by arbitrary primers are useful as genetic markets, Nucleic Acids Research, vol. 18, No. 22, 6531-6535 (1990).
964247258	Williams et al. The tmRNA Website. Nucleic Acid Research. 1998, vol. 26, No. 1, pp. 163-165. http:www.wi.mit.edu/bartel/tmRNA/home.
964252361	Williams et al., Optimized Sample Planning for Wafer Defect Inspection, 1999 IEEE.
964252712	Williams et al., Optimized Sample Planning for Wafer Defect Inspection, 1999 IEEE.
964252840	Williams et al., Proc. Natl. Acad. Sci. 83:9231 9235, 1986.
964253985	Williams et al., Automated support for external consistency, Computer security applications conference, 1994 Proceeds., pp. 71 81, May 1993.
964254623	Williams and Comstock, An Analytical Model of the Write Process in Digital Magnetic Recording , 17th Annual AIP Conf. Proc., Part I, No. 5, 1971, pp. 738 742.
964267667	Williams et al., Radiology, vol. 161(P), p. 315 (1986) (abstract).
964272460	Williams and Malick, Drug Discovery and Development, Drug Discovery and Development, pp. 3-29 (1987).
964275859	Williams et al., Electrochemical-Enzymatic Analysis of Blood Glucose and Lactate. Analytical Chemistry, vol. 42, No. 1, pp. 118-121 (Jan. 1970.
964276771	Williams et al., Arf gene loss enhances oncogenicity and limits imatinib response in mouse models of Bcr-Abl-induced acute lymphoblastic leukemia, PNAS 103(17):6688-6693 (2006).
964280608	Williams and Kindel, The Component Object Model, Dr. Dobb's Special Report, vol. 19, Issue 16, pp. 14-22 (Winter 1994/95).
964282465	Williams et al., Dual Parameter Flow Cytometric Analysis of DNA Content, Activation Antigen Expression, and T Cell Subset Proliferation in the human Mixed Lymphocyte Reaction, The Journal of Immunology 132(5): 2330-2337, May 1984.
964287471	Williams et al., J.Cell Biochem. (1985)/Suppl. p. 99.
964289258	Williams and Malick, Drug Discovery and Development, pp. 3-29, Drug Discovery and Development, Humana Press 1987.
964289535	Williams et al., Combinatorial Chemistry & High Throughput Screening, vol. 3, pp. 43-50 (2000).
964296252	Williams et al. (ACM International Conference Proceeding Series; vol. 119, Proceedings of the 22nd international conference on Machine learning, Bonn, Germany, pp. 972-979, 2005).
964299074	Williams et al., Proc. Natl. Acad. Sci. USA 83:9231-9235 (1986), Continuous infusion of nerve growth factor prevents basal forebrain neuronal death after fimbria fornix transection.
964299075	Williams et al., Proc. Natl. Acad. Sci. USA 78:2393-2397 (1981), Micropinocytic ingestion of glycosylated albumin by isolated microvessels: Possible role in pathogenesis of diabetic microangiopathy.
964300951	Williams et al., Slip Casting of Silicon Shapes and Their Nitriding , Ceramic Bulletin, vol. 62, No. 5 (1983) pp. 607 619.
964304511	Williams et al. Bioactive and nuclease resistant L-DNA ligand of vasopressin PNAS (1997) 94:11285-11290.
964311919	Williams et al., Two-Photon Molecular Excitation Provides Intrinsic 3-Dimensional Resolution for Laser-based Microscopy and Microphotochemistry, FASEB Journal, vol. 8, pp. 804-813, Aug. 1994.
964311985	Williams et al, Studies Using Orotic Acid for . . . , Supplement 2, vol. 6, Aust. N.Z.J. Med., pp. 60-71 (1976).
964311988	Williams et al, Studies Using Orotic Acid . . . , Supplement 2, vol. 6, Aust. N.Z.J. Med., pp. 60-71 (1976).
964312029	Williams et al, Aust. N.Z. J. Med., 6:Supp. 2, 60-71 (1976).
964317072	Williams et al,. Stable Integration of foreign DNA into the Chromosome of the Cyanobacterium Synechococcus R2 , Gene , 24, 37 51 (1983).
964317073	Williams et al., Expression of Escherichia coli trp Genes and the Mouse Dihydrofolate Reductase Gene Cloned in Bacillus subtilis , Gene , 16, 199 206 (1981).
964321170	Williams et al., Properties of 2 Fluorothymidine Containing Oloigonucleotides: Interaction with Restriction Endonuclease EcoRV, Biochemistry 30:4001 4009 (1991).
964340868	Williams et al, Genbank Accession No. L47108, Sep. 1995.
964340870	Williams et al, J. Clin Pathol., vol. 49, pp. M23-M28, 1996.
964341848	Williams et al, Structure-Activity Relationships of Carbocyclic Influenza Neuraminidase Inhibitors, 7(14):1837-1842, Bioorg Med Chem Lett, 1997.
964341939	Williams et al., Biochemical Pharm. , 29, pp. 589 595 (1980).
964342958	Williams et al. (1991) J. Biol. Chem ., vol. 266, No. 8, pp. 5182 5190.
964350721	Williams et al., Passivation of the 4-H SiC/SiO2 Interface with Nitric Oxide, Materials Science Forum, vols. 389-393, 2002, pp. 967-972.
964352678	Williams and Jarvis, Purinergic and Pyrimidinergic Receptors as Potential Drug Targets, 2000, Biochem. Pharm., vol. 59, pp. 1173-1184.
964354994	Williams et al., Permanent photowritten optical gratings in irradiated silicate glasses , Optics Letters 17 (7) 532 34 (Apr. 1, 1992).
964359475	Williams et al., Low pressure chemical vapor deposition of tantalum silicide, J. Electrochem. Soc., Dec. 1986; 133(12):2637-44.
964363583	Williams et al, Journal of Cell Science, Nov. 17, 1999, vol. 112, pp. 4405-4414.
964364431	Williams et al., IEEE 802.16 Broadband Wireless Access Working Group, Jan. 18, 2001, IEEE, pp. 1-28.
964364746	Williams et al., The Mechanism of Flow Control on a Cylinder with the Unstead Bleed Technique, AIAA 91-0039, Jan. 7-10, 1991.
964373073	Williams et al., Carbohydrate Chemistry 1983, 17, 116 119.
964373080	Williams et al., J. Amer. Chem Soc., 113:9276 9286 (1991).
964375657	Williams et al., the Mechanism of Flow Control on a Cylinder with the Unstead Bleed Technique, AIAA 91 0039, Jan. 7 10, 1991.
964377721	Williams et al., Carbohydrate Chemistry 1983, 17, 116 119.
964377728	Williams et al., J. Amer. Chem Soc., 113:9276 9286 (1991).
964377756	Williams et al., J. Amer. Chem. Soc., 113:9276 9286 (1991).
964377780	Williams et al., Carbohydrate Chemistry 1983, 17, 116 119.
964380990	Williams et al., Immunosuppressive Effects of Leflunomide in a Cardiac Allograft Model, Transplantation Proceedings 25(1):745 746 (1993).
964380991	Williams et al., Leflunomide in Experimental Transplantation: Control of Rejection and Alloantibody Production, Reversal of Acute Rejection, and Interaction with Cyclosporine, Transplatation 57:1223 1231 (1994).
964382868	Williams et al., J. Amer. Soc. , 113:9276 9286 (1991).
964382878	Williams et al., Carboyhdrate Chemistry 1983, 17, 116 119.
964394546	Williams et al., Postoperative lung injury and oxidative damage in patients undergoing pulmonary resection, Eur. Respir. J., 11:1028-1034 [1998].
964408410	Williams and McAuley, HLA Class I Variation Controlled for Genetic Admixture in the Gila River Indian Community of Arizona: A Model for the Paleo-Indians, Human Immunology 33:39-46 (1992).
964408829	Williams et al., Bounds and analysis of aliasing errors in linear-feedback shift registers, IEEE Trans. CAD of Integrated Circuits and Systems, vol. CAD-7, No. 1, pp. 75-83, (1988).
964421338	Williams et al., Wetting of Thin Layers of SiO 2 by Water, Applied Physics Letters, vol. 25, No. 10, Nov. 1974.
964421618	Williams et al., Apoptosis: final control point in cell biology, Trends Cell Biol., 2:263, (1992).
964424455	Williams and Comstrock, An Analytical Model of the Write Process in Digital Magnetic Recording , 17th annual AIP Conf. Proc., Part I, No. 5, 1971, pp. 738 742.
964424562	Williams et al., << The Mechanics of Foot Action During The GoldSwing and Implications for Shoe Design >>, Medicine and Science in Sports and Exercise, vol. 15, No. 3, pp 247-255 1983.
964432302	Williams et al. Hypoxia and Oxidative Stress in Breast Cancer Tumour Hypoxia - Therapeutic Considerations, Breast Cancer Research, 3: 328-331, 2001.
964439487	Williams et al., Carbon nanotubes with DNA recognition, Nature, 2002, 420:761.
964443963	Williams et al., Fabric Compatibility and Cleaning Effectiveness of Drycleaning with Carbon Dioxide, Los Alamos, N.M.: Los Alamos National Laboratory, LA-UR-96-822: 30 p. (1996).
964443964	Williams et al., Elimination of Solvents and Waste by Supercritical Carbon Dioxide in Precision Cleaning, Los Alamos, N.M.: Los Alamos National Laboratory, LA-UR-94-3313: 23 P. (1994).
964452808	Williams et al., Human Mutation 1, 403 416 (1992).
964452812	Williams et al., Human Mutation 1(5), 403 416 (1992) (Abstract).
964457078	Williams and Andrisani, The hepatitis B virus X protein targets the basic region leucine zipper domain of CREB, Proc. Natl. Acad. Sci. 92:3819 3823 1995 .
964457526	Williams et al., Interacting Pathways of Interferon Signling, Semin. Oncol. 24(3 Suppl. 9):S9-70-S9-77 (1997).
964457987	Williams et al., Developement of biologically active peptides based on antibody structure, Proc. Natl. Acad. Sci. USA 1989 86:5537-5541.
964461627	Williams et al., publication, Biologic Characterization of ICI 200,880 and ICI 200,355, Novel Inhibitors of Human Neutrophil Elastase 1,2.
964476687	Williams et al., Nucleic Acids Research , 18(22), 6531 6535, 1990.
964477708	Williams et al., Restricted Heterogeneity of T Cell Receptor Transcripts in Rheumatodi Synovium , J. Clin. Invest. 1992, 90, 326 333.
964478381	Williams et al., [17] The Kinetics of Reversible Tight-Binding Inhibition, Methods in Enzymology, 63:437-467 (1979).
964480062	Williams and Tabas, The response-to-retention hypothesis of early atherogenesis, Arterioscler. Thromb. Vasc. Biol. 15:551-561 (1995).
964485426	Williams et al., 17 The Kinetics of Reversible Tight Binding Inhibition, Methods in Enzymology, 63:437 467 (1979).
964491167	Williams and Hochstrasser, 1997, Introduction to the Proteome In: Proteome Research: New Frontiers in Functional Genomics , pp. 1 12.
964491168	Williams and Pallini, 1997, Biological Applications of Proteomics In: Proteome Research: New Frontiers in Functional Genomics , pp. 221 232.
964500734	Williams et al JI 135:2249 1985.
964506022	Williams et al., Effects of Estrogen and Tamoxifen on Serum Osteocalcin Levels in Ovariectomized Rats, Bone Mineral., 14:205-220 (1991).
964507445	Williams et al., Carbohydrate Research , vol. 67 (1978) pp. C1 C3.
964507906	Williams et al. Archives of Biochem & Biophysics, 195(1):145 151 (1979).
964512628	Williams et al., A New Class of Model Glycolipids , Archives of Biochemistry and Biophysics, vol. 195, No. 1, pp. 145 151 (Jun. 1979).
964516942	Williams et al., Archives of Biochemistry and Biophysics, 195(1):145 151 (1979).
964523877	Williams et al., Bio/Technology, 10, 540 543 (1992).
964529555	Williams et al., Polymer Letters, vol. 6, pp 621-624 (1968).
964542811	Williams and Comstock, An Analytical Model of the Write Process in Digital Magnetic Recording , 17th Annual AIP Conf. Proc., Part I, No. 5, 1971, pp. 738 742.
964550477	Williams et al., The Response-to-Retention Hypothesis of Early Atherogenesis, Arteriosclerosis, Thrombosis, & Vascular Biology 15(5): 551-561 (1995).
964554481	Williams et al., Electrochemical Enzymatic Analysis of Blood Glucose and Lactate, Analytical Chemistry, Monsanto Company (Everett, Massachusetts), vol. 42 (No. 1), pp. 118 121 (Jan. 1970).
964565545	Williams et al., Gene 43:319 324, (1986).
964569905	Williams et al., Comparison of Low-Dose Oral Pulse Methotrexate and Placebo in the Treatment of Rheumatoid Arthritis. A Controlled Clinical Trial, Arthritis Rheum 28:721-730 (1985).
964574089	Williams et al., The immunoglobulin superfamily-domains for cell surface recognition Ann. Rev. Immunol. 6:381-405 (1988).
964581281	Williams et al. Hypoxia and Oxidative Stress in Breast Cancer Tumour Hypoxia-Therapeutic Considerations, Breast Cancer Research, 3: 328-331, 2001.
964583306	Williams et al., Archives of Biochem. & Biophys. vol. 269, No. 2, pp. 415 422 (1989); Mussel glue protein has an . . . .
964583740	Williams et al., 1987, Diptheria toxin recpetor binding domain substitution with interleukin 2: genetic construction and properties of a diptheria toxin related interleukin 2 fusion protein , Protein Engineering 1(6):493 498.
964586714	Williams D.L. et al., Enhanced UV Photosensitivity in Boron Codoped Germanosilicate Fibres, Electronics letters, vol. 29, No. 1, Jan. 7, 1993, pp. 45-47.
964591983	Williams et al., Biochem. J., 276:555 557 (1991).
964592472	Williams et al., DNA polymorphisms amplified by arbitrary primers are useful as genetic markers, Nucleic Acids Research 18:6531 6535, 1990.
964592517	Williams et al., Restriction Fragment Length Polymorphism Analysis of Polymerase Chain Reaction Products Amplified from Mapped Loci of Rice (Oryza sativa L..) Genomic DNA, Theor. Appl. Genet. 82:489 498 (1991).
964592743	Williams and Smith, Molecular Regulation of Apoptosis: Genetic Controls on Cell Death, Cell 74:777-779, 1993.
964596882	Williams et al. Nucl Acid Res (1990) 18:6531 6535.
964604272	Williams & Peoples, Biodegradable plastics from plants, CHEMTECH 26:38-44 (1996).
964617605	Williams et al. DNA Cell Biol., 11(3):207-213 (1992).
964621979	Williams et al., Skin Absorption Enhancers, Critical Reviews in Therapeutic Drug Carrier Systems, 9(3,4), pp. 305-353, 1992.
964623040	Williams et al , 135:2249 2255, 1985, J. Immunol.
964627484	Williams et al. (1983) Gene 24, 3751.
964627505	Williams et al., Expression of Escherichis coli trp Genes and the Mouse Dihydrofolate Reductase Gene Cloned in Bacillus subtilis , Gene (1981) 16:199 206.
964627509	Williams and Szalay, Stable Integration of Foreign DNA into the Chromosome of the Cyanobacterium Synechococcus R2 , Gene (1983) 24:37 51.
964630302	Williams et al. Nucleic acid Research. 1990. vol. 18: 6531-6535.*
964654924	Williams et al., Activation of the FGF Receptor Underlies Neurite Outgrowth Stimulated by L1, N-CAM, and N-Cadherin, Neuron 13: 583-594, 1994.
964654950	Williams et al., The Primary Structure of Hen Orotranferrins Eur. J. Biochem, vol. 122, pp. 297-303, 1982.*
964656273	Williams (1987), Nutrition Abstracts and Reviews, 57, 453 464.
964664710	Williams et al, Aust. N.Z. J. Med. 6:Supp. 2, 60 71 (1976).
964665673	Williams et al., Leflunomide Based Immunosuppression in Rat Cardiac and Renal Xenotransplantation, Presented at Annual Meeting of the Am. Soc. Transplant Surgeons, May 20, 1994, Chicago, IL.
964665674	Williams et al., Leflunomide and Cyclosporic in Rat Cardiac Transplantation, Presented at Annual Meeting of the Am. Soc. Transplant Surgeons, May 1992, Chicago, IL.
964665675	Williams et al., Leflunomide in Experimental Transplantation, Transplantation, 57:1223-1231 (1994).
964665682	Williams et al., Leflunomide, A Potent Immunosuppressive Molecule, International Conference on New Trends in Clinical and Experimental Immunosuppression, Geneva, Switzerland (Feb. 10, 1994).
964665687	Williams et al., Immunosuppressive Effects of Leflunomide in a Cardiac Allograft Model, Transplantation Proceedings, 25:745-746 (1993).
964692271	WILLIAMS ET AL. NUCL. ACIDS. RES. vol. 18, 1990, pages 6531 - 6535
964693470	WILLIAMS ET AL.: 'DNA Cloning 2: Expression Systems', 1995, OXFORD UNIVERSITY PRESS article 'Expression of foreign proteins in E. coli using plasmid vectors and purification of specific polyclonal antibodies', page 15
964694349	WILLIAMS BIOCHEMISTRY vol. 34, 1995, pages 1787 - 1797
964695889	WILLIAMS ET AL. CURR. BIOL. vol. 10, 2000, pages 439 - 448
964699634	WILLIAMS ET AL.: 'DNA Cloning 2: Expression Systems', 1995, OXFORD UNIVERSITY PRESS article 'Expression of foreign proteins in E. coli using plasmid vectors and purification of specific polyclonal antibodies', page 15
964704662	WILLIAMS CAROL ET AL. LNT. J ONCOLOGY vol. 19, no. 6, 2001, pages 1227 - 1233
964706719	WILLIAMS ET AL. NEURON vol. 13, 1994, pages 583 - 594
964715570	WILLIAMS B ET AL. J CLIN ENCOCRINOL METAB vol. 81, no. 1, 1996, pages 327 - 32
964717683	WILLIAMS ET AL. AM. J. PATHOL. vol. 161, 2002, pages 575 - 585
964719406	WILLIAMS ET AL. NEW ENGL. J. MED. vol. 164, 2000, pages 7240 - 7245
964719757	WILLIAMS ET AL. PROC. NATL ACAD. SCI. USA vol. 86, 1989, pages 5537 - 5541
964721420	WILLIAMS ET AL. ARCH. PATHOL. LAB. MED. vol. 127, 2003, pages 1353 - 8
964725898	WILLIAMS ET AL.: 'Assensing the potential of entomopathogenic nematodes to control the grape root borer vitacea polistiformis (Lepidoptera:Sesiidea) through laboratory and greenhouse bioassays.' BIOCONTROL SCIENCE AND TECHNOLOGY vol. 12, no. 1, February 2002, pages 35 - 42
964732449	WILLIAMS ET AL. PATHOBIOLOGY vol. 59, 1991, pages 46 - 52
964732607	WILLIAMS ET AL. PROC. NATL. ACAD. SCI. USA vol. 88, 1991, pages 2726 - 2730
964740108	WILLIAMS ET AL. AM. J. PHYSIOL. vol. 253, 1987, page G582
964740294	WILLIAMS ET AL.: 'DNA Cloning 2: Expression Systems', 1995, OXFORD UNIVERSITY PRESS article 'Expression of foreign proteins in E. coli using plasmid vectors and purification of specific polyclonal antibodies', page 15
964744394	WILLIAMS ET AL. J. AMER. CHEM. SOC. vol. 113, 1991, pages 9276 - 9286
964754989	WILLIAMS ET AL. J BIOL CHEM vol. 265, 1990, pages 11885 - 11889
964755825	WILLIAMS ET AL. PROC NATL ACAD SCI U.S.A. vol. 95, 1998, pages 14932 - 14937
964757530	WILLIAMS BIOCHEMISTRY vol. 34, 1995, pages 1787 - 1797
964760250	WILLIAMS ET AL. J. BIOL. CHEM. 1985,
964760445	WILLIAMS ET AL. J. AMER. CHEM. SOC. vol. 113, 1991, pages 9276 - 9286
964764123	WILLIAMS ET AL. PROC NATL ACAD SCI U S A 2005,
964765219	WILLIAMS ET AL. J OFMEDICINAL CHEM. vol. 42, 1999, pages 1481 - 1485
964769373	WILLIAMS ET AL.: 'DNA Cloning 2: Expression Systems', 1995, OXFORD UNIVERSITY PRESS article 'Expression of foreign proteins in E. coli using plasmid vectors and purification of specific polyclonal antibodies', page 15
964772592	WILLIAMS ET AL. J OFMED. CHEM. vol. 42, 1999, pages 1481 - 1485
964781901	WILLIAMS ET AL. J. BACT. vol. 182, 2000, pages 837 - 841
964792036	WILLIAMS BIOCHEMISTRY vol. 34, 1995, pages 1787 - 97
964792045	WILLIAMS BIOCHEMISTRY vol. 34, 1995, pages 1787 - 97
964816119	Williams and Ward, J. Polym. Sci., Polym. Let., 6, 621 (1968).
964819190	Williams et al., Melt-Pool and Keyhole Dynamics During Thin Plate Laser Welding of Steel, SPIE vol. 1810 Gas Flow and Chemical Lasers, 1992, pp. 594-598.
964844805	WILLIAMS BIOCHEMISTRY vol. 34, 1995, pages 1787 - 1797
964859127	Williams BR, Gelman RA, Poppke DC, Piez KA. Collagen fibril formation. Optimal in vitro conditions and preliminary kinetic results. J Biol Chem. Sep. 25, 1978;253(18):6578-85. (WO/ISR PCT/US08/55439).
964863618	Williams , N.H. at al., Outer-Sphere electron-transfer reactions of ascorbate anions, Aust. J. Chem., 1982, 35, 1133-1144.
964868174	Williams et al., Resolving combustible gas mixtures using gas sensitive resistors with arrays of electrodes, J. Chem. Soc., Faraday Trans., vol. 92, No. 22, pp. 4497-4504, 1996.
964886942	Williams et al., 20-bit DAC demonstrates the art of digitizing 1 ppm Part 1: exploring design options, EDN Magazine, pp. 95-106 (2001).
964891291	Williams et al. (1993) Comparison of Covalent and Noncovalent Labeling with Near-Infrared Dyes for the High-Performance Liquid Chromatographic Determination of Human Serum Albumin, Anal. Chem. 65:601-605.
964894199	Williams et al., Proc. Natl. Acad. Sci. U.S.A., vol. 79, pp. 5867-5870, Jul. 7, 1982.
964897444	Williams et al (Foye's Principles of Medicinal Chemistry, pp. 59-62, 2002).
964898130	Williams et al., PNAS USA (2003) 100:4616-4621.
964899272	Williams et al., Organic light-emitting diodes having exclusive near-infrared electrophosphorescence, Applied Physics Letters 89: 083506 (2006), 3 pages.
964899276	Williams et al., An Alternative Route to Highly Luminescent Platinum(II) Complexes, Inorg. Chem., 2003, 42, pp. 8609-8611.
964906102	Williams College Controller's Office. Purchasing Card Procedures. www.williams.edu/admin/controller/pcard.html#whatis. Jan. 2005 (printed Jun. 23, 2006).
964929075	Williams et al., Explorations in Quantum Computing, Springer, New York, Dec. 12, 1997, Chapter 11, How to Make a Quantum Computer, pp. 241-265.
964929129	Williams et al. Evaluation of Gene Targeting by Homologous Recombination in Ovine Somatic Cells. Molecular Reproduction and Development, 2003, vol. 66, pp. 115-125.
964930577	Williams et al., J. Neuroscience, 22(17), 7417-7424 (Sep. 1, 2002).
964931006	Williams et al., The construction of a polyethylene calibration curve . . . , 6 J. Polym. Sci. Polym. Let. (1968), pp. 621-624.
964931147	Williams & Peoples, Biodegradable plastics from plants, Chemtech 26:38-44 (1996).
964936503	Williams et al., Scanning thermal profiler, Appl. Phys. Lett. 49 (23), Dec. 8, 1986, pp. 1587-1589.
964957365	Williams et al., The suppression of rat collagen-induced arthritis and inhibition of macrophage derived mediator release by liposomal methotrexate formulations, Inflammation Research, 49(4):155-161 (2000).
964958207	Williams et al., The Construction of a Polyethylene Calibration Curve for Gel Permeation Chromatography Using Polystrene Fractions, Journal of Polymer Science, Polymer Letters, 6, p. 621 (1968).
964968467	Williams et al., Mammalian microsomal cytochrome P450 monooxygenase: structural adaptations for membrane binding and functional diversity, Mol. Cell, 5:121-131, 2000.
964991929	Williams ChoiceSeat interactive network launches inaugural Season with Tampa Bay Devil Rays; expands features for second season; Mar. 30, 1998; 2 pgs.
964991930	Williams Communications; ChoiceSeat(TM) demonstrates the interactive evolution of sports at Super Bowl(TM) XXXIII; Jan. 20, 1999; 2 pgs.
964991948	Williams ChoiceSeat interactive network launches inaugural season with Tampa Bay Devil Rays; expands features for second season with San Diego Padres; www.williams.com/newsroom/news-releases; Mar. 30, 1998: 2 pgs.
964991950	Williams Communications ChoiceSeat(TM) demonstrates the interactive evolution of sports at Super Bowl(TM) XXXIII; http://www.williams.com/newsroom/news-releases; Jan. 20, 1999; 3 pgs.
964993512	Williams et al., Identification of a Small Molecule Inhibitor of the Hedgehog Signaling Pathway: Effects on Basal Cell Carcinoma-Like Lesions PNAS USA (2003) 100:4616-4621.
965012168	Williams et al., The Compression Response of Fibre-Reinforced Plastic Plates During Manufacture by the Resin Infusion Under Flexible Tooling Method, Composites Part A, Jan. 1998, vol. 29A, No. 1, pp. 111-114.
965024390	Williams et al. Advanced Drug Delivery Reviews 2004, 56, 603-618.
965024843	Williams et al., PNAS USA (2003) 100:4616-4621.
965024880	Williams et al., Identification of a Small Molecule Inhibitor of the Hedgehog Signaling Pathway: Effects on Basal Cell Carcinoma-Like Lesions PNAS USA (2003) 100:4616-4621.
965038308	Williams et al., Biochemistry, 37:9579-9585 (1998).
965041281	Williams et al., Quantum Hall Effect in a Gate-Controlled p-n Junction of Graphene, Science, V. 317, pp. 638-641, Aug. 2007.
965049979	Williams et al. Probing the structure, function and interaction of the E. coli H-NS and StpA proteins by using dominant negative derivatives p. 4335-4343 J. Bac. 1996).
965051265	Williams et al. The Construction of a Polyethylene Calibration Curve for Gel permeation Chromotography Using Polystyrene Fractions, 6 Polym. Let. (1968), p. 621-624.
965053564	Williams et al., Structural and Mode of Action Studies on the Antibiotic Vancomycin. Evidence from 270-MHz Proton Magnetic Resonance, Journal of the American Chemical Society, 99:8 , Apr. 13, 1977.
965053565	Williams et al., Detailed Binding Sites of the Antibiotics Vancomycin and Ristocetin A: Determination of Intermolecular Distances in Antibiotic/Substrate Complexes by Use of the Time-Dependent NOE, J . Am. Chem. Soc.. vol. 105. No. 5. 1983.
965062390	Williams College Controller's Office. Purchasing Card Procedures. http://www.williams.edu/admin/controller/pcard.html#whatis. Jan. 2005.
965062669	WILLIAMS ET AL. DN&P vol. 7, no. 4, 1994, pages 205 - 227
965072647	Williams et al. Hypoxia and Oxidative Stress in Breast Cancer Tumour Hypoxia-Therapeutic Considerations, Breast Cancer Research, 3: 328-331, 2001.
965075083	Williams et al, Associations of age, adiposity, alcohol intake, menstrual status, and estrogen therapy with high-density lipoprotein subclasses, Arteriosclerosis and Thrombosis, 13(11):1654-1661, Nov. 1993.
965075084	Williams et al, Effects of dietary fat on high-density-lipoprotein subclasses are influenced by both apolipoprotein E isoforms and low-density-lipoprotein subclass patterns, American Journal of Clinical Nutrition, 61(6):1234-1240, Jun. 1995.
965075085	Williams et al, The associations of high-density lipoprotein subclasses with insulin and glucose levels, physical activity, resting heart rate, and regional adiposity in men with coronary artery disease . . . , Metabolism: Clinical & Experimental, 44(1):106-114, Jan. 1995.
965075086	Williams et al, Variability of plasma HDL subclass concentrations in men and women over time, Arteriosclerosis, Thrombosis & Vascular Biology, 17(4):702-706, Apr. 1997.
965075087	Williams et al., Low-fat diets, lipoprotein subclasses, and heat disease risk, Am. J. Clin. Nutr., 70:949-950, 1999.
965076109	Williams et al., 2004, Penetration Enhancers, Adv. Drug Deliv. Rev. 56:603.
965089803	WILLIAMS D. ET AL.: 'Characterization of the Mammalian Initiation Factor 2IF2B Complex as a GDP Dissociation Stimulator Protein' J. BIOL. CHEM. vol. 276, no. 27, 06 July 2001, pages 24697 - 24703
965102467	Williams et al (Foye's Principles of Medicinal Chemistry, 5th Edition, pp. 59-61, 2002).
965108244	Williams et al., Renin inhibitors containing conformationally restricted P1-P2 dipeptides, J. Med. Chem., 34:887-900 (1991).
965125419	Williams et al. (1993) Comparison of Covalent and Noncovalent Labeling with Near-Infrared Dyes for the High-Performance Liquid Chromatographic Determination of Human Serum Albumin, Anal. Chem. 65:601-605.
965132859	Williams et al., Total Synthesis of (-)-Stemonine, Org. Lett., 2003, 5(18), pp. 3361-3364.
965133045	Williams et al., Diphtheria Toxin Receptor Binding Domain Substitution with Interleukin-2: Genetic Construction and Properties of a Diphtheria Toxin-Related Interleukin-2 Fusion Protein, Protein Eng., 1(6):493-498 (1987).
965142930	WILLIAMS D A ET AL:  Fecal proteolytic activity in clinically normal cats and in a cat with exocrine pancreatic insufficiency., JOURNAL OF THE AMERICAN VETERINARY MEDICAL ASSOCIATION 15 JUL 1990, vol. 197, no. 2, 15 July 1990 (1990-07-15) , pages 210-212, ISSN: 0003-1488
965154309	Williams et al. The Journal of Chemical Physics, 4,251 (1936).
965163486	Williams (Ed.), Current Problems in Cancer 1997; pp. 133-169.
965163776	Williams et al., 1991, Development, physicochemical characterization and preclinical efficacy evaluation of a water soluble glucan sulfate derived from Saccharomyces cerevisiae, Immunopharmacology 22:139-155.
965173808	Williams College Controller's Office, Purchasing Card Procedures, Printed Jun. 23, 2006, www.williams.edu/admin/controller/pcard.html#whatis Jan. 2005.
965181670	Williams et al., 1997
965186163	WILLIAMS ET AL. NUCLEIC ACIDS RES. vol. 6, 1979, pages 1335 - 1350
965187676	WILLIAMS ANTIFOULING MARINE COATINGS 1973,
965201731	Williams et al., Map-based cloning of the nsf1 (nicosulfuron susceptible 1) gene of maize, P26, 48th Annual Maize Genetics Conference, Mar. 9-12, 2006, Asiolmar Conference Grounds, Pacific Grove, California.
965201732	Williams et al. (2005) HortScience, 40:1801-1805.
